DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Detail,Longitude,Latitude,Location
2060571-2-DCA,Business,12/31/22,Active,11/9/17,Tobacco Retail Dealer,MJ DELI & GROCERY FOOD CORP,,11002,GUY R BREWER BLVD,,JAMAICA,NY,11433,7186583818,Queens,4,412,28,4263644,4121650035,QN01,262,,-73.78880226,40.69320141,"(40.69320141020926, -73.78880225776359)"
2047934-2-DCA,Business,12/31/22,Active,2/1/17,Tobacco Retail Dealer,QUICK STOP DELI & GRILL INC,,11501,LIBERTY AVE,,SOUTH RICHMOND HILL,NY,11419,347-261-2616,Queens,4,410,28,4201956,4095200033,QN55,98,,-73.82760502,40.68576461,"(40.685764606383714, -73.82760501616133)"
2048207-2-DCA,Business,12/31/22,Active,2/8/17,Tobacco Retail Dealer,BAEZ DELI GROCERY CORP.,,751,HOME ST,,BRONX,NY,10456,9175772146,Bronx,2,203,17,2004736,2026620046,BX35,135,,-73.90183118,40.82815322,"(40.82815322067226, -73.90183118276158)"
2090834-2-DCA,Business,12/31/22,Active,9/24/19,Tobacco Retail Dealer,FINEST COLUMBIA DELI INC,,945,AMSTERDAM AVE,,NEW YORK,NY,10025,212-665-6410,Manhattan,1,107,7,1055950,1018610003,MN09,193,,-73.96551712,40.800685,"(40.80068500231339, -73.96551712358878)"
2058686-2-DCA,Business,12/31/22,Active,9/26/17,Tobacco Retail Dealer,WALK IN DELI INC,,87,WYTHE AVE,,BROOKLYN,NY,11249,,Brooklyn,3,301,33,3061596,3022960004,BK73,557,,-73.95843674,40.72136782,"(40.72136781745794, -73.95843674326747)"
2027363-2-DCA,Business,12/31/22,Active,8/20/15,Tobacco Retail Dealer,LASK CORP.,THE SHERPAR DELI & GROCERY,2172,21ST ST,,ASTORIA,NY,11105,7189568449,Queens,4,401,22,4020263,4008920065,QN72,103,,-73.91646351,40.78076882,"(40.78076881699528, -73.91646351396057)"
2093851-1-DCA,Business,12/31/21,Inactive,1/23/20,Tobacco Retail Dealer,SAMMY 7 DELI GROCERY CORP,,51,W 183RD ST,,BRONX,NY,10453,3476586024,Bronx,2,207,14,2014538,2032090014,,,,-73.90587784,40.85905653,"(40.85905652511436, -73.9058778371643)"
2054184-2-DCA,Business,12/31/22,Active,6/8/17,Tobacco Retail Dealer,A.M BEST DELI & GROCERY INC.,,3631,HOLLAND AVE,,BRONX,NY,10467,347-843-7113,Bronx,2,212,12,2057848,2046620021,BX44,380,,-73.86354652,40.87958025,"(40.87958024855114, -73.86354652048252)"
2094515-1-DCA,Business,11/30/21,Inactive,2/13/20,Electronic Cigarette Dealer,SAMMY 7 DELI GROCERY CORP,,51,W 183RD ST,,BRONX,NY,10453,3476586024,Bronx,2,207,14,2014538,2032090014,,,,-73.90587784,40.85905653,"(40.85905652511436, -73.9058778371643)"
2093896-2-DCA,Business,12/31/22,Active,1/24/20,Tobacco Retail Dealer,14TH ST DELI CORP,,1133,BRIGHTON BEACH AVE,,BROOKLYN,NY,11235,718-676-0207,Brooklyn,3,313,48,3245666,3087170020,,,,-73.95583347,40.57768296,"(40.577682964880154, -73.95583347132629)"
2058041-2-DCA,Business,12/31/22,Active,9/11/17,Tobacco Retail Dealer,BRADDOCK DELI & GROCERY CORP,,22215,BRADDOCK AVE,,QUEENS VILLAGE,NY,11428,718-468-3665,Queens,4,413,23,4166384,4079490003,QN43,1301,,-73.73756,40.72883293,"(40.728832931813166, -73.7375599990108)"
2060821-1-DCA,Business,12/31/22,Active,11/15/17,Tobacco Retail Dealer,TOP 1 DELI GRILL INC,,9707,57TH AVE,,CORONA,NY,11368,718-606-8158,Queens,4,404,21,4047159,4019050001,QN25,44302,,-73.86376582,40.73725549,"(40.73725549264778, -73.86376582481542)"
2095803-1-DCA,Business,12/31/21,Active,6/9/20,Tobacco Retail Dealer,BAZAAR DELI & GROCERY INC,,30,AVENUE O,,BROOKLYN,NY,11204,7182364531,Brooklyn,3,311,44,3174094,3065960009,,,,-73.98416016,40.61018878,"(40.61018878277326, -73.98416016244268)"
1413952-DCA,Business,12/31/22,Active,11/17/11,Tobacco Retail Dealer,I & R DELI INC.,,6908,15TH AVE,,BROOKLYN,NY,11228,718-236-9102,Brooklyn,3,311,43,3156560,3061570042,BK28,190,,-73.99962177,40.62093299,"(40.620932993725, -73.99962177111097)"
1215884-DCA,Business,12/31/22,Active,12/12/05,Tobacco Retail Dealer,L & E SUPERMARKET & DELI INC.,,4418,4TH AVE,,BROOKLYN,NY,11220,718-768-6580,Brooklyn,3,307,38,3011145,3007370045,BK32,80,,-74.00925799,40.64967329,"(40.64967328993781, -74.00925798650655)"
1068052-DCA,Business,12/31/22,Active,11/30/00,Tobacco Retail Dealer,SCHUYLER DELI CORP.,,3610,E TREMONT AVE,,BRONX,NY,10465,718-792-3025,Bronx,2,210,13,2079886,2055430027,BX52,152,,-73.82402335,40.82831874,"(40.828318740453575, -73.8240233481903)"
2060335-2-DCA,Business,12/31/20,Inactive,11/3/17,Tobacco Retail Dealer,21 FAMOUS DELI GROCERY CORP.,,2915,21ST AVE,,ASTORIA,NY,11105,7187266194,Queens,4,401,22,4017810,4008480006,QN72,111,,-73.90907538,40.77840275,"(40.77840275053897, -73.90907537915045)"
2046627-1-DCA,Business,12/31/21,Inactive,12/19/16,Tobacco Retail Dealer,CHAPIN MEX DELI GROCERY CORP,,4101,NATIONAL ST,,CORONA,NY,11368,718-505-2525,Queens,4,404,21,4048563,4019760001,QN26,405,,-73.86316896,40.74851102,"(40.7485110203849, -73.86316896333732)"
2073037-1-DCA,Business,11/30/21,Inactive,6/11/18,Electronic Cigarette Dealer,21 FAMOUS DELI GROCERY CORP.,,2915,21ST AVE,,ASTORIA,NY,11105,7187266194,Queens,4,401,22,4017810,4008480006,QN72,111,,-73.90907538,40.77840275,"(40.77840275053897, -73.90907537915045)"
1459386-DCA,Business,12/31/22,Active,4/15/13,Tobacco Retail Dealer,TOP DELI GROCERY INC.,,9512,35TH AVE,,JACKSON HTS,NY,11372,718-606-8158,Queens,4,403,21,4546998,4014690006,QN28,273,,-73.87242093,40.75317674,"(40.75317673617984, -73.8724209333528)"
2083712-2-DCA,Business,12/31/22,Active,3/26/19,Tobacco Retail Dealer,24/7 KING DELI CORP,,3593,3RD AVE,,BRONX,NY,10456,607-261-0980,Bronx,2,203,16,2128574,2023737501,BX01,145,,-73.90517829,40.83245425,"(40.83245424501677, -73.90517828887083)"
2052641-2-DCA,Business,12/31/22,Active,5/8/17,Tobacco Retail Dealer,COLORADO DELI FOOD CORP.,,1158,GERARD AVE,,BRONX,NY,10452,347-297-8140,Bronx,2,204,16,2002954,2024790001,BX63,197,,-73.9209279,40.8343188,"(40.834318800045416, -73.92092790077417)"
1341626-DCA,Business,12/31/22,Active,12/29/09,Tobacco Retail Dealer,1517 DELI GROCERY CORP.,,1517,SAINT NICHOLAS AVE,,NEW YORK,NY,10033,212-928-2232,Manhattan,1,112,10,1063969,1021660044,MN35,271,,-73.93157717,40.85228149,"(40.85228149015591, -73.93157717073333)"
2090231-2-DCA,Business,12/31/22,Active,9/5/19,Tobacco Retail Dealer,FRESH DELI AND GROCERY 1 CORP,,6274,FRESH POND RD,,RIDGEWOOD,NY,11385,646-321-5111,Queens,4,405,30,4084579,4035210049,QN20,593,,-73.90040384,40.71231021,"(40.71231020925489, -73.90040384158985)"
2053335-2-DCA,Business,12/31/22,Active,5/22/17,Tobacco Retail Dealer,1454 MC DELI GROCERY CORP,,1454,GRAND CONCOURSE,,BRONX,NY,10457,7185385127,Bronx,2,204,14,2007991,2028320030,BX14,225,,-73.91301718,40.84004406,"(40.84004406278686, -73.91301717836832)"
1460240-DCA,Business,12/31/20,Inactive,3/20/13,Tobacco Retail Dealer,SOUNDVIEW DELI CORP.,,1741,RANDALL AVE,,BRONX,NY,10473,347-591-0251,Bronx,2,209,18,2021684,2035550006,BX09,20,,-73.86556142,40.81665195,"(40.81665194551903, -73.8655614190252)"
2056183-2-DCA,Business,12/31/22,Active,7/25/17,Tobacco Retail Dealer,857 COMMUNITY DELI & GRILL CORP,,857,E 241ST ST,,BRONX,NY,10470,718-325-8057,Bronx,2,212,11,2071959,2051170055,BX62,442,,-73.8470707,40.9017751,"(40.90177509898233, -73.84707069779556)"
2031191-2-DCA,Business,12/31/22,Active,12/9/15,Tobacco Retail Dealer,5 STAR EXPRESS DELI AND GROCERY CORP,,1176,NOSTRAND AVE,,BROOKLYN,NY,11225,347-241-6164,Brooklyn,3,309,40,3115474,3050390047,BK60,802,,-73.95043831,40.65879762,"(40.658797618160314, -73.9504383060806)"
2047387-2-DCA,Business,12/31/22,Active,1/13/17,Tobacco Retail Dealer,ONE STOP SOUTH CONDUIT DELI INC,,23002,S CONDUIT AVE,,SPRINGFIELD GARDENS,NY,11413,347-630-6631,Queens,4,413,31,4287582,4135140001,QN03,680,,-73.74726061,40.66545848,"(40.66545848093634, -73.747260607613)"
2060641-2-DCA,Business,12/31/22,Active,11/13/17,Tobacco Retail Dealer,P & M DELI AND GROCERY CORP,,6816,3RD AVE,,BROOKLYN,NY,11220,347-875-2304,Brooklyn,3,310,43,3145149,3058620048,BK31,68,,-74.02582277,40.63630366,"(40.6363036598637, -74.02582277018615)"
2092414-2-DCA,Business,12/31/22,Active,11/21/19,Tobacco Retail Dealer,SEELEY GOURMET DELI INC,,251,SEELEY ST,,BROOKLYN,NY,11218,7182089882,Brooklyn,3,307,39,3121890,3052570045,,,,-73.97371926,40.65559116,"(40.655591155066524, -73.97371925767482)"
2064860-2-DCA,Business,12/31/20,Inactive,1/11/18,Tobacco Retail Dealer,PRESTIGE CAFE & DELI CORP,PRESTIGE CAFE & DELI CORP.,228,FORT WASHINGTON AVE,,NEW YORK,NY,10032,,Manhattan,1,112,10,1063385,1021380132,MN36,253,,-73.94192335,40.84299908,"(40.84299907801124, -73.94192334545563)"
2092254-2-DCA,Business,12/31/22,Active,11/15/19,Tobacco Retail Dealer,YAZI DELI INC,,10743,GUY R BREWER BLVD,,JAMAICA,NY,11433,718-262-8655,Queens,4,412,27,4216427,4101660009,,,,-73.79187223,40.69744219,"(40.697442192022336, -73.79187223082319)"
2082082-2-DCA,Business,12/31/20,Inactive,2/8/19,Tobacco Retail Dealer,MOSES DELI GROCERY INC.,,3438,BOSTON RD,,BRONX,NY,10469,347-589-9597,Bronx,2,212,12,2060675,2047360005,BX03,364,,-73.84915467,40.87612049,"(40.87612048838613, -73.84915467039787)"
2066649-1-DCA,Business,12/31/21,Inactive,2/23/18,Tobacco Retail Dealer,467 STAR DELI INC.,,467,W 125TH ST,,NEW YORK,NY,10027,646-881-2656,Manhattan,1,109,7,1059530,1019660038,MN09,20901,,-73.95584355,40.81291219,"(40.81291219417904, -73.95584354876038)"
1406920-DCA,Business,12/31/22,Active,9/7/11,Tobacco Retail Dealer,KEAP ST GOURMET DELI,,332,KEAP ST,,BROOKLYN,NY,11211,718-387-1412,Brooklyn,3,301,34,3063496,3024500006,BK73,527,,-73.95487383,40.70863353,"(40.70863352840528, -73.95487383300737)"
1164692-DCA,Business,12/31/22,Active,4/16/04,Tobacco Retail Dealer,K-N DELI & MARKET INC.,,5924,20TH AVE,,BROOKLYN,NY,11204,718-837-3264,Brooklyn,3,312,44,3131905,3055130047,BK88,244,,-73.9824829,40.61978159,"(40.61978159199867, -73.98248290122392)"
2056726-2-DCA,Business,12/31/22,Active,8/7/17,Tobacco Retail Dealer,LOS CATRACHOS DELI CORP,,948,DUMONT AVE,,BROOKLYN,NY,11207,3474947767,Brooklyn,3,305,42,3090534,3040800023,BK82,1120,,-73.88347387,40.66791684,"(40.66791684137702, -73.88347387478976)"
2057590-2-DCA,Business,12/31/22,Active,8/28/17,Tobacco Retail Dealer,DIGNORA DELI GROCERY INC,,1299,FRANKLIN AVE,,BRONX,NY,10456,718-860-9290,Bronx,2,203,16,2009714,2029310094,BX35,149,,-73.90179684,40.8318366,"(40.83183659927128, -73.90179683929705)"
2092338-2-DCA,Business,12/31/22,Active,11/19/19,Tobacco Retail Dealer,WISE GOURMET DELI & GROCERY CORP.,,821,FRANKLIN AVE,,BROOKLYN,NY,11225,3477875762,Brooklyn,3,309,35,3032873,3012660005,,,,-73.95810089,40.67027933,"(40.67027932865695, -73.95810088539031)"
2088303-2-DCA,Business,11/30/22,Active,7/16/19,Electronic Cigarette Dealer,BUSHWICK DELI INC I,,1449,MYRTLE AVE,,BROOKLYN,NY,11237,718-386-4560,Brooklyn,3,304,37,3326381,3033000001,BK77,431,,-73.91794379,40.69885823,"(40.69885822813454, -73.91794379070257)"
1402508-DCA,Business,12/31/22,Active,8/1/11,Tobacco Retail Dealer,POOJA 23 INC.,POOJA DELI CONVENIENCE,4123,UNION ST,,FLUSHING,NY,11355,718-461-9441,Queens,4,407,20,4312193,4050460049,QN22,855,,-73.82559372,40.75857192,"(40.758571918919145, -73.82559371519108)"
2059034-2-DCA,Business,12/31/22,Active,10/5/17,Tobacco Retail Dealer,HOME STYLE DELI GROCERY INC,,9102,104TH ST,,RICHMOND HILL,NY,11418,718-441-6535,Queens,4,409,32,4195164,4093080013,QN54,28,,-73.84198373,40.69217783,"(40.692177829516055, -73.84198372730138)"
2082141-2-DCA,Business,11/30/22,Active,2/11/19,Electronic Cigarette Dealer,ROCKAWAY EXPRESS DELI CORP X,,9017,ROCKAWAY BEACH BLVD,,ROCKAWAY BEACH,NY,11693,646-363-3861,Queens,4,414,32,4303602,4161330015,QN12,94203,,-73.81405983,40.58699136,"(40.586991357809076, -73.81405983163404)"
2071608-1-DCA,Business,11/30/21,Inactive,5/21/18,Electronic Cigarette Dealer,GOD BLESS USA DELI INC.,,818,MANHATTAN AVE,,BROOKLYN,NY,11222,718-349-1828,Brooklyn,3,301,33,3065123,3025740036,BK76,575,,-73.95336319,40.7283156,"(40.728315600658036, -73.95336319113471)"
1387884-DCA,Business,12/31/22,Active,4/14/11,Tobacco Retail Dealer,"ALAABELI, ABDO H M",HEAVEN'S DELI GROCERY,10220,101ST AVE,,OZONE PARK,NY,11416,347-575-9675,Queens,4,409,32,4445429,4094200008,QN54,112,,-73.84051686,40.68581616,"(40.6858161630992, -73.84051686363158)"
2023703-2-DCA,Business,12/31/22,Active,6/2/15,Tobacco Retail Dealer,CANARSIE DELI GROCERY CORP,,2124,ROCKAWAY PKWY,,BROOKLYN,NY,11236,929-238-2711,Brooklyn,3,318,46,3235273,3083310006,BK50,1028,,-73.88718698,40.63154116,"(40.631541159344295, -73.8871869803674)"
2051344-2-DCA,Business,12/31/22,Active,4/17/17,Tobacco Retail Dealer,GARDEN FRESH GOURMET DELI CORP,,969,MORRIS PARK AVE,,BRONX,NY,10462,347-691-3385,Bronx,2,211,13,2045354,2041250033,BX37,244,,-73.85725054,40.84766274,"(40.8476627372835, -73.85725054122582)"
2065286-2-DCA,Business,12/31/22,Active,1/24/18,Tobacco Retail Dealer,EAT FRESH DELI INC,,89,AVENUE C,,NEW YORK,NY,10009,212-477-8320,Manhattan,1,103,2,1004688,1003890036,MN28,2602,,-73.97925918,40.72355279,"(40.7235527894789, -73.97925917973421)"
2091870-2-DCA,Business,12/31/20,Inactive,10/30/19,Tobacco Retail Dealer,ST. JOHNS CENTER DELI INC,,163A,SCHENECTADY AVE,,BROOKLYN,NY,11213,9293056233,Brooklyn,3,308,36,3036211,3013660014,,,,-73.93346959,40.67327325,"(40.673273251777275, -73.93346959338567)"
2030472-2-DCA,Business,12/31/22,Active,11/16/15,Tobacco Retail Dealer,SAMMY DELI CORP.,,120,NAGLE AVE,,NEW YORK,NY,10040,646-918-6111,Manhattan,1,112,10,1064181,1021740085,MN35,285,,-73.9266842,40.86089959,"(40.8608995930708, -73.92668419816236)"
2096123-1-DCA,Business,12/31/21,Active,8/4/20,Tobacco Retail Dealer,K F DELI CORPORATION,,14007,ROCKAWAY BLVD,,JAMAICA,NY,11436,7186590031,Queens,4,412,28,4261195,4120320007,,,,-73.8004813,40.67428602,"(40.674286019660165, -73.80048130225963)"
1246971-DCA,Business,3/31/22,Active,1/23/07,Stoop Line Stand,"TRES K DELI, GROCERY, FRUIT AND MEAT INC.",,125,W TREMONT AVE,,BRONX,NY,10453,718-466-5534,Bronx,2,205,14,2008601,2028690058,,,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 3, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.91361859,40.85004074,"(40.85004074060992, -73.91361858586654)"
2078722-DCA,Business,3/31/22,Active,10/2/18,Stoop Line Stand,7 DAYS & NIGHTS DELI GROCERY INC,,715,E 187TH ST,,BRONX,NY,10458,3478812434,Bronx,2,206,15,,,,,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.88404066,40.85403854,"(40.85403853908905, -73.88404066028451)"
1418374-DCA,Business,3/31/22,Active,2/1/12,Stoop Line Stand,KAJOL DELI & GROCERY INC.,,9501,57TH AVE,,ELMHURST,NY,11373,7187600076,Queens,4,404,21,4047081,4019030004,,,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 3, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.86570111,40.7366896,"(40.73668960129625, -73.86570110684949)"
2074417-DCA,Business,3/31/22,Active,6/26/18,Stoop Line Stand,U FLOWER DELI GROCERY CORP,,2101,AVENUE U,,BROOKLYN,NY,11229,3477128692,Brooklyn,3,315,48,3198386,3073260049,,,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 4, 5.01 to 10 foot stands: 0",-73.95023744,40.59952106,"(40.59952105730905, -73.9502374366909)"
2036455-DCA,Business,3/31/22,Active,4/21/16,Stoop Line Stand,KELSY & BROTHERS DELI GROCERY CORP,,10454,ROOSEVELT AVE,,CORONA,NY,11368,,Queens,4,404,21,4561693,4019840022,,,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.86004328,40.75033252,"(40.75033252448432, -73.86004328008667)"
2095833-DCA,Business,3/31/22,Active,6/17/20,Stoop Line Stand,REINA DE LA NUBE DELI GROCERY CORP,,10920,JAMAICA AVE,,RICHMOND HILL,NY,11418,,Queens,4,409,28,4194765,4092990082,,,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.83846936,40.69601563,"(40.69601563271849, -73.83846936375917)"
2066592-2-DCA,Business,12/31/20,Inactive,2/23/18,Tobacco Retail Dealer,MY STOP DELI AND GROCERY CORP,,759,NEW LOTS AVE,,BROOKLYN,NY,11207,347-744-0485,Brooklyn,3,305,42,3090737,3040930001,BK82,1124,,-73.88320658,40.66616815,"(40.66616814551528, -73.88320658276385)"
2057338-2-DCA,Business,12/31/20,Inactive,8/22/17,Tobacco Retail Dealer,LOS TIOS DELI GROCERY CORP,,206,HOYT ST,,BROOKLYN,NY,11217,718-855-5023,Brooklyn,3,306,33,3006359,3003970037,BK38,69,,-73.98954019,40.68399937,"(40.68399937466555, -73.98954019309954)"
2009103-1933-DCA,Business,12/31/21,Inactive,6/3/14,Tobacco Retail Dealer,1797 DELI GROCERY CORP,,1797,PROSPECT PL,,BROOKLYN,NY,11233,7189222702,Brooklyn,3,316,41,3039196,3014590001,BK79,363,,-73.91644052,40.67248537,"(40.67248537226841, -73.91644052216434)"
2042256-DCA,Business,3/31/22,Active,8/10/16,Stoop Line Stand,FREDARLET DELI GROCERY CORP.,,1575,WALTON AVE,,BRONX,NY,10452,917-447-6918,Bronx,2,204,14,2008126,2028450040,,,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 3, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.91336002,40.84319525,"(40.84319524726118, -73.91336002282536)"
1433486-DCA,Business,3/31/22,Active,6/8/12,Stoop Line Stand,FRUIT KING & DELI GROCERY CORP.,,761,MCDONALD AVE,,BROOKLYN,NY,11218,718-633-6996,Brooklyn,3,312,39,3126996,3053950001,,,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 8, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.97794995,40.63519281,"(40.635192806354446, -73.97794994806387)"
1203820-DCA,Business,3/31/22,Active,7/14/05,Stoop Line Stand,AMERICAN DESI BAZAAR & DELI INC.,75ST SUPER BAZAAR,7510,31ST AVE,,EAST ELMHURST,NY,11370,718-639-9720,Queens,4,403,25,4025569,4011460001,,,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 3, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.89232131,40.75856304,"(40.758563039120745, -73.89232131420684)"
2072703-1-DCA,Business,11/30/21,Active,6/6/18,Electronic Cigarette Dealer,AMERICAN STOP DELI GROCERY CORP,,422,DITMAS AVE,,BROOKLYN,NY,11218,347-840-8668,Brooklyn,3,312,39,3338806,3053980008,BK41,484,,-73.97475026,40.63590305,"(40.635903048185185, -73.97475025994653)"
1383598-DCA,Business,12/31/22,Active,2/28/11,Tobacco Retail Dealer,MENDEZ DELI GROCERY CORP.,,5424,3RD AVE,,BROOKLYN,NY,11220,718-439-1913,Brooklyn,3,307,38,3014505,3008210047,BK32,22,,-74.01730393,40.64507485,"(40.645074848022865, -74.0173039266326)"
2095840-1-DCA,Business,12/31/21,Active,6/19/20,Tobacco Retail Dealer,BIONIC BAGELS & DELI INC,,3741,NOSTRAND AVE,,BROOKLYN,NY,11235,7186483794,Brooklyn,3,315,48,3343957,3074220061,,,,-73.940366,40.59260495,"(40.59260495489115, -73.94036600099139)"
2079201-DCA,Business,3/31/22,Active,10/18/18,Stoop Line Stand,GARDEN CONVENIENCE DELI CORP,,6502,FRESH POND RD,,RIDGEWOOD,NY,11385,347-369-3496,Queens,4,405,30,4084780,4035260063,,,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.8988389,40.70957231,"(40.70957231472821, -73.89883889943619)"
2044299-1-DCA,Business,12/31/21,Inactive,9/29/16,Tobacco Retail Dealer,HAMILTON FINEST DELI CORP,,3407,BROADWAY,,NEW YORK,NY,10031,347-679-3249,Manhattan,1,109,7,1062299,1020870031,MN04,225,,-73.95350691,40.82226254,"(40.82226253506916, -73.95350690850154)"
2095836-1-DCA,Business,12/31/21,Active,6/18/20,Tobacco Retail Dealer,SOLER BROTHERS DELI GROCERY CORP,SOLER BROTHERS DELI GROCERY CORP,2015,1ST AVE,,NEW YORK,NY,10029,6468610534,Manhattan,1,111,8,1052687,1016750029,,,,-73.94113336,40.78817563,"(40.78817562887311, -73.94113336305308)"
2068257-DCA,Business,3/31/22,Active,3/23/18,Stoop Line Stand,1029 SIMPSON DELI & GROCERY CORP,,1029,WESTCHESTER AVE,,BRONX,NY,10459,7188932852,Bronx,2,202,17,2005798,2027260066,,,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 7, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.89299205,40.82412709,"(40.82412709131684, -73.89299205328858)"
1349441-DCA,Business,12/31/19,Inactive,4/8/10,Tobacco Retail Dealer,METRO DELI GROCERY CORP. I,,1113,RUTLAND RD,,BROOKLYN,NY,11212,7184932804,Brooklyn,3,317,41,3099557,3046000037,BK81,892,,-73.92306806,40.66483755,"(40.66483755381203, -73.923068060823)"
2096117-DCA,Business,3/31/22,Active,8/3/20,Stoop Line Stand,116 STREET MARINI DELI GROCERY INC,,1869A,LEXINGTON AVE,,NEW YORK,NY,10029,347-784-6954,Manhattan,1,111,8,1052262,1016430052,,,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 1, 5.01 to 10 foot stands: 0",-73.94168404,40.79851805,"(40.79851805308679, -73.94168404467915)"
2043253-1-DCA,Business,12/31/19,Inactive,9/2/16,Tobacco Retail Dealer,PARKSIDE SMK & DELI CORP.,,184,PARKSIDE AVE,,BROOKLYN,NY,11226,718-940-1496,Brooklyn,3,314,40,3115924,3050540006,BK42,50803,,-73.96142976,40.65504697,"(40.65504696855829, -73.96142975658412)"
2036361-1-DCA,Business,12/31/19,Inactive,4/19/16,Tobacco Retail Dealer,FAVORITE ORGANIC DELI CORP,,448,FRANKLIN AVE,,BROOKLYN,NY,11238,347-605-8502,Brooklyn,3,303,35,3057315,3019950017,BK69,227,,-73.95610249,40.68322294,"(40.68322294064364, -73.95610249180332)"
2063821-2-DCA,Business,12/31/20,Inactive,12/22/17,Tobacco Retail Dealer,EL CHATO DELI GROCERY CORP.,,2002,ELLIS AVE,,BRONX,NY,10472,7188243920,Bronx,2,209,18,2026229,2038030005,BX59,78,,-73.85723393,40.83182572,"(40.831825724948985, -73.85723392905987)"
1175851-DCA,Business,12/31/19,Inactive,8/3/04,Tobacco Retail Dealer,25TH AVENUE DELI CORP.,,4819,25TH AVE,,ASTORIA,NY,11103,718-274-5040,Queens,4,401,22,4014060,4007460001,QN70,141,,-73.90508679,40.76486796,"(40.76486796333716, -73.90508679381918)"
2066618-1-DCA,Business,12/31/19,Inactive,2/23/18,Tobacco Retail Dealer,HERO TELLER DELI & GROCERY CORP,,336,E 167TH ST,,BRONX,NY,10456,347-297-4900,Bronx,2,204,16,2002277,2024340068,BX14,175,,-73.91276878,40.83103298,"(40.8310329847214, -73.91276878266842)"
1418231-DCA,Business,12/31/19,Inactive,1/30/12,Tobacco Retail Dealer,EL RINCON BANILEJO DELI GROCERY CORP.,,1526,SEDGWICK AVE,,BRONX,NY,10453,718-716-0931,Bronx,2,205,16,2009172,2028800027,BX36,20501,,-73.92489972,40.84684008,"(40.84684007517562, -73.92489971582714)"
